ID,DexID,Name,Type1,Type2,Rank,Starter,HP,Height,Weight,Attributes,Abilities,Learnset,Description,Img,Thumb,Exclude
750,#648,Form Meloetta,Normal,Fighting,Master,False,5,0,0,"Strength,7,7,Dexterity,7,7,Vitality,5,5,Special,5,5,Insight,5,5",Serene Grace,"Round,5,Quick Attack,5,Confusion,5,Sing,5,Teeter Dance,5,Acrobatics,5,Psybeam,5,Echoed Voice,5,U-Turn,5,Psychic,5,Hyper Voice,5,Role Play,5,Close Combat,5,Perish Song,5,Entrainment,5,Swords Dance,5,Revelation Dance,5,Rapid Spin,5,Captivate,5",,648_Meloetta_Dream.png,,False
751,#649,Genesect,Bug,Steel,Master,False,4,0,0,"Strength,7,7,Dexterity,6,6,Vitality,6,6,Special,7,7,Insight,6,6",Download,"Fell Stinger,5,Techno Blast,5,Quick Attack,5,Magnet Rise,5,Metal Claw,5,Screech,5,Fury Cutter,5,Lock-On,5,Flame Charge,5,Magnet Bomb,5,Slash,5,Metal Sound,5,Signal Beam,5,Tri Attack,5,X-Scissor,5,Bug Buzz,5,Simple Beam,5,Zap Cannon,5,Hyper Beam,5,Self Destruct,5,Flash Cannon,5,Bullet Seed,5",,649_Genesect_B_Dream.png,,False
752,#650,Chespin,Grass,,Starter,True,3,0,0,"Strength,2,4,Dexterity,1,3,Vitality,2,4,Special,2,4,Insight,2,4","Overgrow,Bulletproof","Tackle,0,Growl,0,Vine Whip,1,Rollout,1,Bite,1,Leech Seed,2,Pin Missile,2,Take Down,2,Seed Bomb,2,Mud Shot,2,Bulk Up,2,Body Slam,3,Pain Split,3,Wood Hammer,3,Super Fang,4,Drain Punch,4,Grass Pledge,4",,650_Chespin_Dream.png,,False
753,#651,Quilladin,Grass,,Amateur,False,4,0,0,"Strength,2,5,Dexterity,2,4,Vitality,3,6,Special,2,4,Insight,2,4","Overgrow,Bulletproof","Tackle,0,Growl,0,Vine Whip,1,Rollout,1,Bite,1,Leech Seed,2,Pin Missile,2,Needle Arm,2,Take Down,2,Seed Bomb,2,Mud Shot,2,Bulk Up,2,Body Slam,3,Pain Split,3,Wood Hammer,3,Iron Defense,4,Drain Punch,4,Grass Pledge,4",,651_Quilladin_Dream.png,,False
754,#652,Chesnaught,Grass,Fighting,Ace,False,5,0,0,"Strength,3,6,Dexterity,2,4,Vitality,3,7,Special,2,5,Insight,2,5","Overgrow,Bulletproof","Tackle,0,Bulk Up,0,Vine Whip,1,Growl,1,Bite,1,Rollout,2,Pin Missile,2,Leech Seed,2,Take Down,2,Needle Arm,2,Mud Shot,2,Seed Bomb,2,Body Slam,2,Spiky Shield,2,Feint,2,Pain Split,3,Wood Hammer,3,Hammer Arm,3,Giga Impact,3,Belly Drum,3,Dual Chop,4,Synthesis,4,Frenzy Plant,4",,652_Chesnaught_Dream.png,,False
755,#653,Fennekin,Fire,,Starter,True,3,0,0,"Strength,2,4,Dexterity,2,4,Vitality,1,3,Special,2,4,Insight,2,4","Blaze,Magician","Scratch,0,Tail Whip,0,Ember,1,Howl,1,Flame Charge,2,Psybeam,2,Fire Spin,2,Lucky Chant,2,Light Screen,2,Psyshock,2,Flamethrower,2,Will-O-Wisp,2,Psychic,3,Sunny Day,3,Magic Room,3,Fire Blast,3,Hypnosis,4,Wish,4,Fire Pledge,4",,653_Fennekin_Dream.png,,False
756,#654,Braixen,Fire,,Amateur,False,4,0,0,"Strength,2,4,Dexterity,2,5,Vitality,2,4,Special,2,5,Insight,2,5","Blaze,Magician","Scratch,0,Tail Whip,0,Ember,1,Howl,1,Flame Charge,2,Psybeam,2,Fire Spin,2,Lucky Chant,2,Light Screen,2,Psyshock,2,Flamethrower,2,Will-O-Wisp,2,Psychic,3,Sunny Day,3,Magic Room,3,Fire Blast,3,Wonder Room,4,Wish,4,Fire Pledge,4",,654_Braixen_Dream.png,,False
757,#655,Delphox,Fire,Psychic,Ace,False,5,0,0,"Strength,2,5,Dexterity,3,6,Vitality,2,5,Special,3,6,Insight,3,6","Blaze,Magician","Scratch,0,Tail Whip,0,Ember,1,Howl,1,Magic Room,2,Shadow Ball,2,Future Sight,2,Mystical Fire,2,Flame Charge,2,Psybeam,2,Fire Spin,2,Lucky Chant,2,Light Screen,2,Psyshock,2,Flamethrower,2,Will-O-Wisp,2,Psychic,3,Sunny Day,3,Switcheroo,3,Fire Blast,3,Role Play,3,Dazzling Gleam,4,Shock Wave,4,Blast Burn,4",,655_Delphox_Dream.png,,False
758,#656,Froakie,Water,,Beginner,True,3,0,0,"Strength,2,4,Dexterity,2,5,Vitality,1,3,Special,2,4,Insight,1,3","Torrent,Protean","Pound,0,Growl,0,Bubble,1,Quick Attack,1,Lick,1,Water Pulse,2,Smokescreen,2,Round,2,Fling,2,Smack Down,2,Substitute,2,Bounce,3,Double Team,3,Hydro Pump,3,Mud Sport,4,Toxic Spikes,4,Water Pledge,4",,656_Froakie_Dream.png,,False
759,#657,Frogadier,Water,,Amateur,False,4,0,0,"Strength,2,4,Dexterity,3,6,Vitality,2,4,Special,2,5,Insight,2,4","Torrent,Protean","Pound,0,Growl,0,Bubble,1,Quick Attack,1,Lick,1,Water Pulse,2,Smokescreen,2,Round,2,Fling,2,Smack Down,2,Substitute,3,Bounce,3,Double Team,3,Hydro Pump,3,Mud Sport,4,Toxic Spikes,4,Water Pledge,4",,657_Frogadier_Dream.png,,False
760,#658,Greninja,Water,Dark,Ace,False,5,0,0,"Strength,3,6,Dexterity,3,7,Vitality,2,4,Special,3,6,Insight,2,5","Torrent,Protean,Battle Bond","Growl,0,Pound,0,Quick Attack,1,Lick,1,Bubble,1,Haze,2,Extrasensory,2,Role Play,2,Water Pulse,2,Smokescreen,2,Shadow Sneak,2,Spikes,2,Feint Attack,2,Water Shuriken,2,Substitute,3,Night Slash,3,Double Team,3,Mat Block,3,Hydro Pump,3,Ice Punch,4,Gunk Shot,4,Hydro Cannon,4",,658_Greninja_Ash_Dream.png,,False
761,#668B,BBF Greninja,Water,Dark,Ace,False,5,0,0,"Strength,3,6,Dexterity,3,7,Vitality,2,4,Special,3,6,Insight,2,5","Torrent,Protean,Battle Bond","Growl,0,Pound,0,Quick Attack,1,Lick,1,Bubble,1,Haze,2,Extrasensory,2,Role Play,2,Water Pulse,2,Smokescreen,2,Shadow Sneak,2,Spikes,2,Feint Attack,2,Water Shuriken,2,Substitute,3,Night Slash,3,Double Team,3,Mat Block,3,Hydro Pump,3,Ice Punch,4,Gunk Shot,4,Hydro Cannon,4",,001_Bulbasaur_Dream.png,,False
762,#659,Bunnelby,Normal,,Beginner,True,3,0,0,"Strength,1,3,Dexterity,2,4,Vitality,1,3,Special,1,3,Insight,1,3","Pickup,Cheek Pouch,Huge Power","Tackle,0,Leer,0,Agility,1,Quick Attack,1,Double Slap,1,Mud Slap,2,Take Down,2,Mud Shot,2,Double Kick,2,Odor Sleuth,2,Flail,2,Dig,2,Bounce,3,Super Fang,3,Facade,3,Earthquake,3,Defense Curl,4,Rollout,4,Last Resort,4",,659_Bunnelby_Dream.png,,False
763,#660,Diggersby,Normal,Ground,Amateur,False,4,0,0,"Strength,2,4,Dexterity,2,5,Vitality,2,5,Special,2,4,Insight,2,5","Pickup,Cheek Pouch,Huge Power","Tackle,0,Leer,0,Quick Attack,1,Double Slap,1,Agility,1,Rototiller,2,Bulldoze,2,Swords Dance,2,Mud Slap,2,Take Down,2,Mud Shot,2,Double Kick,2,Odor Sleuth,2,Flail,2,Dig,2,Bounce,3,Super Fang,3,Facade,3,Earthquake,3,Hammer Arm,3,Last Resort,4,Thunder Punch,4,Fire Punch,4",,660_Diggersby_Dream.png,,False
764,#661,Fletchling,Normal,Flying,Starter,True,3,0,0,"Strength,2,4,Dexterity,2,4,Vitality,1,3,Special,1,3,Insight,1,3","Big Pecks,Gale Wings","Tackle,0,Growl,0,Quick Attack,1,Peck,1,Agility,2,Flail,2,Roost,2,Razor Wind,2,Natural Gift,2,Flame Charge,2,Acrobatics,3,Me First,3,Tailwind,3,Steel Wing,3,Snatch,4,Quick Guard,4,Air Cutter,4",,661_Fletchling_Dream.png,,False
765,#662,Fletchinder,Fire,Flying,Beginner,False,4,0,0,"Strength,2,5,Dexterity,2,5,Vitality,2,4,Special,2,4,Insight,2,4","Flame Body,Gale Wings","Tackle,0,Growl,0,Quick Attack,1,Peck,1,Agility,2,Flail,2,Ember,2,Roost,2,Razor Wind,2,Natural Gift,2,Flame Charge,2,Acrobatics,3,Me First,3,Tailwind,3,Steel Wing,3,Snatch,4,Quick Guard,4,Air Cutter,4",,662_Fletchinder_Dream.png,,False
766,#663,Talonflame,Fire,Flying,Amateur,False,5,0,0,"Strength,2,5,Dexterity,3,7,Vitality,2,5,Special,2,5,Insight,2,4","Flame Body,Gale Wings","Growl,0,Tackle,0,Peck,1,Quick Attack,1,Flame Charge,2,Agility,2,Flail,2,Ember,2,Roost,2,Razor Wind,2,Natural Gift,2,Flare Blitz,3,Acrobatics,3,Me First,3,Tailwind,3,Steel Wing,3,Brave Bird,3,Snatch,4,Quick Guard,4,Heat Wave,4",,663_Talonflame_Dream.png,,False
767,#664,Scatterbug,Bug,,Starter,False,3,0,0,"Strength,1,3,Dexterity,1,3,Vitality,1,3,Special,1,3,Insight,1,3","Shield Dust,Compound Eyes,Friend Guard","Tackle,0,String Shot,0,Stun Spore,1,Bug Bite,2,Rage Powder,4",,664_Scatterbug_Dream.png,,False
768,#665,Spewpa,Bug,,Beginner,True,4,0,0,"Strength,1,3,Dexterity,1,3,Vitality,2,4,Special,1,3,Insight,1,3","Shed Skin,Friend Guard","Harden,0,Protect,1,Iron Defense,4,Electroweb,4",,665_Spewpa_Dream.png,,False
769,#666,Vivillon,Bug,Flying,Amateur,False,5,0,0,"Strength,2,4,Dexterity,2,5,Vitality,2,4,Special,2,5,Insight,2,4","Shield Dust,Compound Eyes,Friend Guard","Powder,0,Gust,0,Poison Powder,1,Stun Spore,1,Sleep Powder,1,Light Screen,2,Struggle Bug,2,Psybeam,2,Supersonic,2,Draining Kiss,2,Aromatherapy,2,Bug Buzz,3,Safeguard,3,Quiver Dance,3,Hurricane,3,Giga Drain,4,Electroweb,4,Tailwind,4",,666_Vivillon_Archipelago_Dream.png,,False
770,#667,Litleo,Fire,Normal,Amateur,True,3,0,0,"Strength,2,4,Dexterity,2,5,Vitality,2,4,Special,2,5,Insight,2,4","Rivalry,Unnerve,Moxie","Tackle,0,Leer,0,Ember,1,Work Up,1,Take Down,1,Noble Roar,2,Headbutt,2,Fire Fang,2,Endeavor,2,Echoed Voice,2,Flamethrower,2,Crunch,3,Hyper Voice,3,Incinerate,3,Overheat,3,Heat Wave,4,Helping Hand,4,Endure,4",,667_Litleo_Dream.png,,False
771,#668,Pyroar,Fire,Normal,Ace,False,5,0,0,"Strength,2,4,Dexterity,3,6,Vitality,2,5,Special,3,6,Insight,2,4","Rivalry,Unnerve,Moxie","Leer,0,Tackle,0,Take Down,1,Ember,1,Work Up,1,Headbutt,2,Noble Roar,2,Flamethrower,2,Fire Fang,2,Endeavor,2,Echoed Voice,2,Hyper Beam,2,Crunch,3,Hyper Voice,3,Incinerate,3,Overheat,3,Heat Wave,4,Helping Hand,4,Endeavor,4",,668_Pyroar_Dream.png,,False
772,#669,Flabebe,Fairy,,Starter,True,3,0,0,"Strength,1,3,Dexterity,1,3,Vitality,1,3,Special,2,4,Insight,2,5","Flower Veil,Symbiosis","Tackle,0,Vine Whip,0,Fairy Wind,1,Lucky Chant,1,Razor Leaf,2,Wish,2,Magical Leaf,2,Grassy Terrain,2,Petal Blizzard,2,Aromatherapy,2,Misty Terrain,3,Moonblast,3,Petal Dance,3,Solar Beam,3,Heal Bell,4,Camouflage,4,Magic Coat,4",,669_Flabébé_Blue_Flower_Dream.png,,False
773,#670,Floette,Fairy,,Beginner,False,4,0,0,"Strength,2,4,Dexterity,2,4,Vitality,2,4,Special,2,5,Insight,3,6","Flower Veil,Symbiosis","Tackle,0,Vine Whip,0,Fairy Wind,1,Lucky Chant,1,Razor Leaf,2,Wish,2,Magical Leaf,2,Grassy Terrain,2,Petal Blizzard,2,Aromatherapy,2,Misty Terrain,3,Moonblast,3,Petal Dance,3,Solar Beam,3,Heal Bell,4,Camouflage,4,Magic Coat,4",,670_Floette_Blue_Flower_Dream.png,,False
774,#671,Florges,Fairy,,Amateur,False,5,0,0,"Strength,2,4,Dexterity,2,5,Vitality,2,4,Special,3,6,Insight,3,7","Flower Veil,Symbiosis","Disarming Voice,0,Flower Shield,0,Lucky Chant,1,Wish,2,Magical Leaf,2,Grassy Terrain,2,Petal Blizzard,2,Aromatherapy,2,Misty Terrain,3,Moonblast,3,Petal Dance,3,Grass Knot,3,Heal Bell,4,Synthesis,4,Magic Coat,4",,671_Florges_Blue_Flower_Dream.png,,False
775,#672,Skiddo,Grass,,Beginner,True,3,0,0,"Strength,2,4,Dexterity,2,4,Vitality,2,4,Special,2,4,Insight,2,4","Sap Sipper,Grass Pelt","Tackle,0,Growth,0,Vine Whip,1,Tail Whip,1,Worry Seed,1,Razor Leaf,2,Leech Seed,2,Synthesis,2,Take Down,2,Bulldoze,2,Seed Bomb,2,Bulk Up,2,Double-Edge,3,Horn Leech,3,Leaf Blade,3,Milk Drink,3,Zen Headbutt,4,Endure,4,Defense Curl,4",,672_Skiddo_Dream.png,,False
776,#673,Gogoat,Grass,,Amateur,False,6,0,0,"Strength,3,6,Dexterity,2,4,Vitality,2,4,Special,2,5,Insight,2,4","Sap Sipper,Grass Pelt","Tackle,0,Growl,0,Vine Whip,1,Tail Whip,1,Worry Seed,1,Razor Leaf,2,Leech Seed,2,Synthesis,2,Take Down,2,Bulldoze,2,Seed Bomb,2,Bulk Up,2,Double-Edge,3,Horn Leech,3,Leaf Blade,3,Milk Drink,3,Earthquake,3,Aerial Ace,3,Zen Headbutt,4,Bounce,4,Superpower,4",,673_Gogoat_Dream.png,,False
777,#674,Pancham,Fighting,,Beginner,True,3,0,0,"Strength,2,5,Dexterity,1,3,Vitality,2,4,Special,2,4,Insight,2,4","Iron Fist,Mold Breaker,Scrappy","Tackle,0,Leer,0,Arm Thrust,1,Work Up,1,Karate Chop,2,Comet Punch,2,Slash,2,Circle Throw,2,Vital Throw,2,Body Slam,2,Crunch,3,Entrainment,3,Parting Shot,3,Sky Uppercut,3,Ice Punch,4,Thunder Punch,4,Fire Punch,4",,674_Pancham_Dream.png,,False
778,#675,Pangoro,Fighting,Dark,Ace,False,5,0,0,"Strength,3,7,Dexterity,2,4,Vitality,2,5,Special,2,4,Insight,2,5","Iron Fist,Mold Breaker,Scrappy","Tackle,0,Leer,0,Work Up,1,Arm Thrust,1,Bullet Punch,2,Karate Chop,2,Comet Punch,2,Slash,2,Circle Throw,2,Vital Throw,2,Body Slam,2,Crunch,2,Entrainment,3,Parting Shot,3,Sky Uppercut,3,Hammer Arm,3,Taunt,3,Low Sweep,3,Outrage,4,Focus Punch,4,Drain Punch,4",,675_Pangoro_Dream.png,,False
779,#676,Furfrou,Normal,,Amateur,False,4,0,0,"Strength,2,5,Dexterity,3,6,Vitality,2,4,Special,2,4,Insight,2,5",Fur Coat,"Tackle,0,Growl,0,Sand Attack,1,Baby-Doll Eyes,1,Take Down,1,Tail Whip,2,Bite,2,Odor Sleuth,2,Retaliate,2,Headbutt,2,Charm,2,Sucker Punch,3,Cotton Guard,3,Hyper Voice,4,Last Resort,4,Work Up,4",,676_Furfrou_Dandy_Dream.png,,False
780,#677,Espurr,Psychic,,Beginner,True,3,0,0,"Strength,2,4,Dexterity,2,4,Vitality,2,4,Special,2,4,Insight,2,4","Keen Eye,Infiltrator,Own Tempo","Scratch,0,Leer,0,Covet,1,Confusion,1,Light Screen,2,Psybeam,2,Fake Out,2,Disarming Voice,3,Psyshock,3,Signal Beam,4,Barrier,4,Yawn,4",,677_Espurr_Dream.png,,False
781,#678,Meowstic,Psychic,,Amateur,False,4,0,0,"Strength,2,4,Dexterity,3,6,Vitality,2,5,Special,2,5,Insight,2,5","Keen Eye,Infiltrator,Prankster","Mean Look,0,Magical Leaf,0,Scratch,0,Leer,0,Fake Out,1,Disarming Voice,1,Confusion,1,Helping Hand,2,Stored Power,2,Charm,2,Charge Beam,2,Covet,2,Psybeam,2,Sucker Punch,2,Role Play,2,Light Screen,2,Reflect,2,Psyshock,2,Extrasensory,2,Imprison,3,Quick Guard,3,Shadow Ball,3,Psychic,3,Misty Terrain,3,Shock Wave,4,Tickle,4,Yawn,4",,678_Meowstic_Female_Dream.png,,False
782,#679,Honedge,Steel,Ghost,Amateur,True,3,0,0,"Strength,2,5,Dexterity,1,3,Vitality,3,6,Special,1,3,Insight,1,3",No Guard,"Tackle,0,Swords Dance,0,Fury Cutter,1,Metal Sound,1,Pursuit,2,Autotomize,2,Shadow Sneak,2,Aerial Ace,2,Retaliate,2,Slash,2,Night Slash,2,Iron Defense,3,Power Trick,3,Iron Head,3,Sacred Sword,3,Destiny Bond,4,Spite,4,Wide Guard,4",,679_Honedge_Dream.png,,False
783,#680,Doublade,Steel,Ghost,Ace,False,4,0,0,"Strength,3,6,Dexterity,1,3,Vitality,4,8,Special,2,4,Insight,2,4",No Guard,"Tackle,0,Swords Dance,0,Fury Cutter,1,Metal Sound,1,Pursuit,2,Autotomize,2,Shadow Sneak,2,Aerial Ace,2,Retaliate,2,Slash,2,Night Slash,2,Iron Defense,3,Power Trick,3,Iron Head,3,Sacred Sword,3,Destiny Bond,4,Spite,4,Wide Guard,4",,680_Doublade_Dream.png,,False
784,#681,Aegislash,Steel,Ghost,Pro,False,5,0,0,"Strength,2,4,Dexterity,1,3,Vitality,4,8,Special,2,4,Insight,4,8",Stance Change,"Fury Cutter,2,Pursuit,2,Autotomize,2,Shadow Sneak,2,Aerial Ace,2,Slash,2,Night Slash,2,Iron Defense,3,Power Trick,3,Iron Head,3,King's Shield,3,Head Smash,3,Sacred Sword,3,Spite,4,Magnet Rise,4,Destiny Bond,4",,681_Aegislash_Blade_Forme_Dream.png,,False
785,#681,Form Aegislash,Steel,Ghost,Pro,False,5,0,0,"Strength,4,8,Dexterity,1,3,Vitality,2,4,Special,4,8,Insight,2,4",Stance Change,"Fury Cutter,2,Pursuit,2,Autotomize,2,Shadow Sneak,2,Aerial Ace,2,Slash,2,Night Slash,2,Iron Defense,3,Power Trick,3,Iron Head,3,King's Shield,3,Head Smash,3,Sacred Sword,3,Spite,4,Magnet Rise,4,Destiny Bond,4",,681_Aegislash_Blade_Forme_Dream.png,,False
786,#682,Spritzee,Fairy,,Beginner,True,3,0,0,"Strength,2,4,Dexterity,1,3,Vitality,2,4,Special,2,4,Insight,2,4","Healer,Aroma Veil","Sweet Scent,0,Fairy Wind,0,Sweet Kiss,1,Odor Sleuth,1,Echoed Voice,2,Calm Mind,2,Draining Kiss,2,Aromatherapy,2,Attract,2,Moonblast,2,Charm,2,Flail,3,Misty Terrain,3,Skill Swap,3,Psychic,3,Disarming Voice,3,Captivate,4,Disable,4,Covet,4",,682_Spritzee_Dream.png,,False
787,#683,Aromatisse,Fairy,,Amateur,False,5,0,0,"Strength,2,5,Dexterity,1,3,Vitality,2,5,Special,3,6,Insight,2,5","Healer,Aroma Veil","Sweet Scent,0,Fairy Wind,0,Sweet Kiss,1,Odor Sleuth,1,Aromatic Mist,2,Heal Pulse,2,Echoed Voice,2,Calm Mind,2,Draining Kiss,2,Aromatherapy,2,Attract,2,Moonblast,2,Charm,2,Flail,3,Misty Terrain,3,Skill Swap,3,Psychic,3,Disarming Voice,3,Reflect,3,Psych Up,3,Captivate,4,Disable,4,Drain Punch,4",,683_Aromatisse_Dream.png,,False
788,#684,Swirlix,Fairy,,Beginner,True,3,0,0,"Strength,2,4,Dexterity,2,4,Vitality,2,4,Special,2,4,Insight,2,4","Sweet Veil,Unburden","Tackle,0,Sweet Scent,0,Fairy Wind,1,Play Nice,1,Fake Tears,1,Round,2,Cotton Spore,2,Endeavor,2,Aromatherapy,2,Draining Kiss,2,Energy Ball,2,Cotton Guard,2,Wish,3,Play Rough,3,Light Screen,3,Safeguard,3,Gastro Acid,4,Helping Hand,4,Copycat,4",,684_Swirlix_Dream.png,,False
789,#685,Slurpuff,Fairy,,Amateur,False,4,0,0,"Strength,2,5,Dexterity,2,5,Vitality,2,5,Special,2,5,Insight,2,5","Sweet Veil,Unburden","Tackle,0,Sweet Scent,0,Fairy Wind,1,Play Nice,1,Fake Tears,1,Round,2,Cotton Spore,2,Endeavor,2,Aromatherapy,2,Draining Kiss,2,Energy Ball,2,Cotton Guard,2,Wish,3,Play Rough,3,Light Screen,3,Safeguard,3,Belly Drum,4,Drain Punch,4,Copycat,4",,685_Slurpuff_Dream.png,,False
790,#686,Inkay,Dark,Psychic,Beginner,True,3,0,0,"Strength,2,4,Dexterity,2,4,Vitality,2,4,Special,1,3,Insight,2,4","Contrary,Suction Cups,Infiltrator","Tackle,0,Peck,0,Constrict,0,Reflect,1,Foul Play,1,Swagger,2,Psywave,2,Topsy-Turvy,2,Hypnosis,2,Psybeam,2,Switcheroo,2,Payback,2,Pluck,2,Light Screen,3,Psycho Cut,3,Slash,3,Night Slash,3,Superpower,3,Power Split,4,Knock Off,4,Simple Beam,4",,686_Inkay_Dream.png,,False
791,#687,Malamar,Dark,Psychic,Amateur,False,4,0,0,"Strength,2,5,Dexterity,2,5,Vitality,2,5,Special,2,4,Insight,2,5","Contrary,Suction Cups,Infiltrator","Constrict,0,Tackle,0,Peck,0,Foul Play,1,Reflect,1,Reversal,2,Swagger,2,Psywave,2,Topsy-Turvy,2,Hypnosis,2,Psybeam,2,Switcheroo,2,Payback,2,Pluck,2,Light Screen,3,Psycho Cut,3,Slash,3,Night Slash,3,Superpower,3,Power Split,4,Knock Off,4,Simple Beam,4",,687_Malamar_Dream.png,,False
792,#688,Binacle,Rock,Water,Beginner,True,3,0,0,"Strength,2,4,Dexterity,2,4,Vitality,2,4,Special,1,3,Insight,2,4","Sniper,Tough Claws,Pickpocket","Sand Attack,0,Scratch,0,Withdraw,1,Water Gun,1,Fury Swipes,1,Fury Cutter,2,Slash,2,Mud Slap,2,Clamp,2,Rock Polish,2,Ancient Power,2,Hone Claws,2,Shell Smash,3,Night Slash,3,Razor Shell,3,Cross Chop,3,Helping Hand,4,Stealth Rock,4,Tickle,4",,688_Binacle_Dream.png,,False
793,#689,Barbaracle,Rock,Water,Amateur,False,4,0,0,"Strength,3,6,Dexterity,2,4,Vitality,3,6,Special,2,4,Insight,2,5","Sniper,Tough Claws,Pickpocket","Sand Attack,0,Scratch,0,Withdraw,1,Water Gun,1,Fury Swipes,1,Fury Cutter,2,Slash,2,Mud Slap,2,Clamp,2,Rock Polish,2,Ancient Power,2,Hone Claws,2,Shell Smash,3,Night Slash,3,Razor Shell,3,Cross Chop,3,Stone Edge,3,Skull Bash,3,Helping Hand,4,Dual Chop,4,Iron Defense,4",,689_Barbaracle_Dream.png,,False
794,#690,Skrelp,Poison,Water,Beginner,True,3,0,0,"Strength,2,4,Dexterity,1,3,Vitality,2,4,Special,2,4,Insight,2,4","Poison Point,Poison Touch,Adaptability","Tackle,0,Smokescreen,0,Water Gun,0,Feint Attack,1,Tail Whip,1,Bubble,1,Acid,2,Camouflage,2,Poison Tail,2,Water Pulse,2,Double Team,2,Toxic,2,Aqua Tail,3,Sludge Bomb,3,Hydro Pump,3,Dragon Pulse,3,Acid Armor,4,Toxic Spikes,4,Venom Drench,4",,690_Skrelp_Dream.png,,False
795,#691,Dragalge,Poison,Dragon,Pro,False,6,0,0,"Strength,2,5,Dexterity,2,4,Vitality,2,5,Special,3,6,Insight,3,7","Poison Point,Poison Touch,Adaptability","Tackle,0,Smokescreen,0,Water Gun,0,Feint Attack,1,Tail Whip,1,Bubble,1,Twister,2,Dragon Tail,2,Acid,2,Camouflage,2,Poison Tail,2,Water Pulse,2,Double Team,2,Toxic,2,Aqua Tail,3,Sludge Bomb,3,Hydro Pump,3,Dragon Pulse,3,Acid Armor,4,Gunk Shot,4,Outrage,4",,691_Dragalge_Dream.png,,False
796,#692,Clauncher,Water,,Beginner,True,3,0,0,"Strength,2,4,Dexterity,1,3,Vitality,2,4,Special,2,4,Insight,2,4",Mega Launcher,"Splash,0,Water Gun,0,Water Sport,1,Vice Grip,1,Bubble,1,Flail,2,Bubble Beam,2,Swords Dance,2,Crabhammer,2,Smack Down,2,Water Pulse,3,Aqua Jet,3,Muddy Water,3,Icy Wind,4,Helping Hand,4,Endure,4",,692_Clauncher_Dream.png,,False
797,#693,Clawitzer,Water,,Amateur,False,4,0,0,"Strength,2,5,Dexterity,2,4,Vitality,2,5,Special,3,7,Insight,2,5",Mega Launcher,"Splash,0,Water Gun,0,Water Sport,1,Vice Grip,1,Bubble,1,Aura Sphere,2,Bubble Beam,2,Flail,2,Crabhammer,2,Swords Dance,2,Smack Down,2,Water Pulse,2,Heal Pulse,3,Aqua Jet,3,Muddy Water,3,Dark Pulse,3,Dragon Pulse,3,Icy Wind,4,Helping Hand,4,Endure,4",,693_Clawitzer_Dream.png,,False
798,#694,Helioptile,Electric,Normal,Beginner,True,3,0,0,"Strength,1,3,Dexterity,2,5,Vitality,1,3,Special,2,4,Insight,1,3","Dry Skin,Sand Veil,Solar Power","Pound,0,Tail Whip,0,Thunder Shock,1,Charge,1,Mud Slap,2,Quick Attack,2,Razor Wind,2,Parabolic Charge,2,Thunder Wave,2,Bulldoze,2,Volt Switch,3,Electrify,3,Thunderbolt,3,Agility,4,Electroweb,4,Magnet Rise,4",,694_Helioptile_Dream.png,,False
799,#695,Heliolisk,Electric,Normal,Amateur,False,4,0,0,"Strength,2,4,Dexterity,3,6,Vitality,2,4,Special,3,6,Insight,2,5","Dry Skin,Sand Veil,Solar Power","Charge,1,Eerie Impulse,2,Quick Attack,2,Razor Wind,2,Parabolic Charge,2,Electrify,3,Thunder,3,Agility,4,Hyper Voice,4,Fire Punch,4",,695_Heliolisk_Dream.png,,False
800,#696,Tyrunt,Rock,Dragon,Amateur,False,3,0,0,"Strength,2,5,Dexterity,2,4,Vitality,2,5,Special,2,4,Insight,2,4","Strong Jaw,Sturdy","Tackle,0,Tail Whip,0,Roar,0,Stomp,1,Bide,1,Stealth Rock,2,Bite,2,Charm,2,Ancient Power,2,Dragon Tail,2,Crunch,2,Dragon Claw,2,Thrash,3,Earthquake,3,Horn Drill,3,Fire Fang,4,Thunder Fang,4,Ice Fang,4",,696_Tyrunt_Dream.png,,False
801,#697,Tyrantrum,Rock,Dragon,Master,False,4,0,0,"Strength,3,7,Dexterity,2,5,Vitality,3,7,Special,2,4,Insight,2,4","Strong Jaw,Rock Head","Tackle,0,Tail Whip,0,Roar,0,Stomp,1,Bide,1,Stealth Rock,2,Bite,2,Charm,2,Ancient Power,2,Dragon Tail,2,Crunch,2,Dragon Claw,2,Thrash,2,Earthquake,3,Horn Drill,3,Head Smash,3,Rock Slide,3,Giga Impact,3,Dragon Dance,4,Poison Fang,4,Outrage,4",,697_Tyrantrum_Dream.png,,False
802,#698,Amaura,Rock,Ice,Beginner,False,3,0,0,"Strength,2,4,Dexterity,2,4,Vitality,2,4,Special,2,4,Insight,2,4","Refrigerate,Snow Warning","Growl,0,Powder Snow,0,Thunder Wave,1,Rock Throw,1,Icy Wind,1,Take Down,2,Mist,2,Aurora Beam,2,Ancient Power,2,Round,2,Avalanche,2,Hail,2,Nature Power,2,Encore,3,Light Screen,3,Ice Beam,3,Hyper Beam,3,Blizzard,3,Earth Power,4,Stealth Rock,4,Water Pulse,4",,698_Amaura_Dream.png,,False
