ID,Moves,Ranks
798,"Pound,Tail Whip,Thunder Shock,Charge,Mud Slap,Quick Attack,Razor Wind,Parabolic Charge,Thunder Wave,Bulldoze,Volt Switch,Electrify,Thunderbolt,Agility,Electroweb,Magnet Rise","0,0,1,1,2,2,2,2,2,2,3,3,3,4,4,4"
799,"Charge,Eerie Impulse,Quick Attack,Razor Wind,Parabolic Charge,Electrify,Thunder,Agility,Hyper Voice,Fire Punch","1,2,2,2,2,3,3,4,4,4"
800,"Tackle,Tail Whip,Roar,Stomp,Bide,Stealth Rock,Bite,Charm,Ancient Power,Dragon Tail,Crunch,Dragon Claw,Thrash,Earthquake,Horn Drill,Fire Fang,Thunder Fang,Ice Fang","0,0,0,1,1,2,2,2,2,2,2,2,3,3,3,4,4,4"
801,"Tackle,Tail Whip,Roar,Stomp,Bide,Stealth Rock,Bite,Charm,Ancient Power,Dragon Tail,Crunch,Dragon Claw,Thrash,Earthquake,Horn Drill,Head Smash,Rock Slide,Giga Impact,Dragon Dance,Poison Fang,Outrage","0,0,0,1,1,2,2,2,2,2,2,2,2,3,3,3,3,3,4,4,4"
802,"Growl,Powder Snow,Thunder Wave,Rock Throw,Icy Wind,Take Down,Mist,Aurora Beam,Ancient Power,Round,Avalanche,Hail,Nature Power,Encore,Light Screen,Ice Beam,Hyper Beam,Blizzard,Earth Power,Stealth Rock,Water Pulse","0,0,1,1,1,2,2,2,2,2,2,2,2,3,3,3,3,3,4,4,4"
803,"Growl,Powder Snow,Thunder Wave,Rock Throw,Icy Wind,Take Down,Mist,Aurora Beam,Ancient Power,Round,Avalanche,Hail,Nature Power,Encore,Light Screen,Ice Beam,Hyper Beam,Blizzard,Freeze Dry,Iron Defense,Discharge,Outrage","0,0,1,1,1,2,2,2,2,2,2,2,2,3,3,3,3,3,3,4,4,4"
804,"Tackle,Tail Whip,Sand Attack,Helping Hand,Fairy Wind,Disarming Voice,Quick Attack,Swift,Draining Kiss,Skill Swap,Misty Terrain,Light Screen,Moonblast,Last Resort,Psych Up,Captivate,Wish,Hyper Voice","0,0,1,1,1,2,2,2,2,2,2,2,3,3,3,4,4,4"
805,"Detect,Tackle,Hone Claws,Karate Chop,Wing Attack,Roost,Aerial Ace,Encore,Fling,Flying Press,Bounce,Endeavor,Feather Dance,High Jump Kick,Sky Attack,Sky Drop,Swords Dance,Thunder Punch,Dual Chop,Tailwind","0,0,0,1,1,2,2,2,2,2,2,2,2,3,3,3,3,4,4,4"
806,"Tackle,Tail Whip,Thunder Shock,Charge,Charm,Parabolic Charge,Nuzzle,Thunder Wave,Volt Switch,Rest,Snore,Charge Beam,Entrainment,Play Rough,Thunder,Discharge,Super Fang,Iron Tail,Eerie Impulse","0,0,1,1,2,2,2,2,2,2,2,2,3,3,3,3,4,4,4"
807,"Tackle,Harden,Rock Throw,Sharpen,Smack Down,Reflect,Stealth Rock,Guard Split,Ancient Power,Flail,Skill Swap,Power Gem,Stone Edge,Moonblast,Light Screen,Moonblast,Light Screen,Safeguard,Gravity","0,0,1,1,2,2,2,2,2,2,2,2,3,3,3,3,4,4,4"
808,"Tackle,Bubble,Absorb,Protect,Bide,Dragon Breath,Rain Dance,Flail,Body Slam,Muddy Water,Dragon Pulse,Water Pulse,Acid Armor,Counter","0,0,1,1,2,2,2,3,3,3,3,4,4,4"
809,"Tackle,Bubble,Absorb,Protect,Bide,Dragon Breath,Rain Dance,Flail,Body Slam,Muddy Water,Dragon Pulse,Water Pulse,Acid Armor,Counter","0,0,1,1,2,2,2,3,3,3,3,4,4,4"
810,"Bubble,Tackle,Protect,Absorb,Feint,Bide,Dragon Breath,Rain Dance,Flail,Body Slam,Muddy Water,Dragon Pulse,Aqua Tail,Power Whip,Outrage,Shock Wave,Superpower,Draco Meteor","0,0,1,1,2,2,2,2,2,2,2,2,2,3,3,4,4,4"
811,"Fairy Lock,Tackle,Fairy Wind,Astonish,Metal Sound,Spikes,Draining Kiss,Crafty Shield,Foul Play,Torment,Mirror Shot,Imprison,Recycle,Play Rough,Magic Room,Heal Block,Iron Defense,Switcheroo,Magnet Rise","0,0,1,1,2,2,2,2,2,2,2,2,3,3,3,3,4,4,4"
812,"Tackle,Confuse Ray,Astonish,Growth,Ingrain,Feint Attack,Leech Seed,Curse,Will-O-Wisp,Forest's Curse,Destiny Bond,Phantom Force,Wood Hammer,Horn Leech,Seed Bomb,Venom Drench,Worry Seed","0,0,1,1,2,2,2,2,2,2,3,3,3,3,4,4,4"
813,"Confuse Ray,Tackle,Growth,Astonish,Horn Leech,Ingrain,Feint Attack,Leech Seed,Curse,Will-O-Wisp,Forest's Curse,Destiny Bond,Phantom Force,Wood Hammer,Shadow Claw,Grudge,Drain Punch,Imprison","0,0,1,1,2,2,2,2,2,2,2,3,3,3,3,4,4,4"
814,"Trick,Astonish,Confuse Ray,Scary Face,Trick-Or-Treat,Worry Seed,Razor Leaf,Leech Seed,Bullet Seed,Shadow Sneak,Shadow Ball,Pain Split,Seed Bomb,Dark Pulse,Synthesis,Foul Play","0,0,0,1,1,1,2,2,2,2,3,3,3,4,4,4"
815,"Trick,Astonish,Confuse Ray,Scary Face,Trick-Or-Treat,Worry Seed,Razor Leaf,Leech Seed,Bullet Seed,Shadow Sneak,Phantom Force,Explosion,Shadow Ball,Pain Split,Seed Bomb,Dark Pulse,Synthesis,Foul Play","0,0,0,1,1,1,2,2,2,2,3,3,3,3,3,4,4,4"
816,"Tackle,Powder Snow,Harden,Bite,Icy Wind,Take Down,Sharpen,Curse,Ice Fang,Ice Ball,Rapid Spin,Avalanche,Blizzard,Recover,Double-Edge,Water Pulse,Mirror Coat,Endure","0,0,0,1,1,1,2,2,2,2,2,2,3,3,3,4,4,4"
817,"Tackle,Powder Snow,Harden,Bite,Icy Wind,Take Down,Iron Defense,Crunch,Body Slam,Sharpen,Curse,Ice Fang,Ice Ball,Rapid Spin,Avalanche,Blizzard,Recover,Double-Edge,Skull Bash,Block,Superpower,Iron Head","0,0,0,1,1,1,2,2,2,2,2,2,2,2,2,3,3,3,3,4,4,4"
818,"Screech,Tackle,Supersonic,Absorb,Gust,Bite,Wing Attack,Agility,Air Cutter,Roost,Razor Wind,Tailwind,Whirlwind,Super Fang,Air Slash,Hurricane,Super Fang,Dark Pulse,Outrage","0,0,0,1,1,2,2,2,2,2,2,2,3,3,3,3,4,4,4"
819,"Screech,Tackle,Supersonic,Absorb,Gust,Dragon Pulse,Moonlight,Bite,Wing Attack,Agility,Air Cutter,Roost,Razor Wind,Tailwind,Whirlwind,Super Fang,Air Slash,Hurricane,Boomburst,Draco Meteor,Sky Attack,Heat Wave","0,0,0,1,1,2,2,2,2,2,2,2,2,2,3,3,3,3,3,4,4,4"
820,"Heal Pulse,Aromatherapy,Ingrain,Take Down,Light Screen,Aurora Beam,Gravity,Geomancy,Moonblast,Megahorn,Night Slash,Horn Leech,Psych Up,Misty Terrain,Nature Power,Close Combat,Giga Impact,Outrage,Psyshock,Thunder,Reflect,Endeavor","5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5"
821,"Hurricane,Razor Wind,Taunt,Roost,Double Team,Air Slash,Snarl,Oblivion Wing,Disable,Dark Pulse,Foul Play,Phantom Force,Psychic,Dragon Rush,Focus Blast,Sucker Punch,Hyper Beam,Sky Attack,Tailwind,Heat Wave,Rain Dance,Defog","5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5"
822,Endure,0
823,"Glare,Bulldoze,Dragon Breath,Bite,Safeguard,Dig,Bind,Land's Wrath,Sandstorm,Haze,Crunch,Earthquake,Camouflage,Dragon Pulse,Coil,Outrage,Extreme Speed,Dragon Dance,Thousand Waves,Thousand Arrows","5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5"
824,"Glare,Bulldoze,Dragon Breath,Bite,Safeguard,Dig,Bind,Land's Wrath,Sandstorm,Haze,Crunch,Earthquake,Camouflage,Dragon Pulse,Coil,Outrage,Extreme Speed,Dragon Dance,Thousand Waves,Thousand Arrows,Core Enforcer,Stomping Tantrum","5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5"
825,"Glare,Bulldoze,Dragon Breath,Bite,Safeguard,Dig,Bind,Land's Wrath,Sandstorm,Haze,Crunch,Earthquake,Camouflage,Dragon Pulse,Coil,Outrage,Extreme Speed,Dragon Dance,Thousand Waves,Thousand Arrows,Core Enforcer,Stomping Tantrum,Draco Meteor,Hidden Power","5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5"
826,"Tackle,Harden,Rock Throw,Sharpen,Smack Down,Reflect,Stealth Rock,Guard Split,Ancient Power,Flail,Skill Swap,Power Gem,Trick Room,Stone Edge,Moonblast,Diamond Storm,Light Screen,Safeguard,Magnet Rise,Iron Defense,Dazzling Gleam","5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5"
827,"Tackle,Harden,Rock Throw,Sharpen,Smack Down,Reflect,Stealth Rock,Guard Split,Ancient Power,Flail,Skill Swap,Power Gem,Trick Room,Stone Edge,Moonblast,Diamond Storm,Light Screen,Safeguard,Magnet Rise,Iron Defense,Dazzling Gleam","5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5"
828,"Trick,Destiny Bond,Ally Switch,Confusion,Astonish,Magic Coat,Light Screen,Psybeam,Skill Swap,Power Split,Guard Split,Phantom Force,Zen Headbutt,Wonder Room,Trick Room,Shadow Ball,Nasty Plot,Psychic,Hyperspace Hole,Telekinesis,Magic Room,Confide","5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5"
829,"Trick,Destiny Bond,Ally Switch,Confusion,Astonish,Magic Coat,Light Screen,Psybeam,Skill Swap,Power Split,Guard Split,Knock Off,Zen Headbutt,Wonder Room,Trick Room,Dark Pulse,Nasty Plot,Psychic,Hyperspace Hole,Telekinesis,Magic Room,Hyper Beam,Snatch,Throat Chop","5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5"
830,"Flare Blitz,Take Down,Mist,Haze,Flame Charge,Water Pulse,Stomp,Scald,Weather Ball,Body Slam,Hydro Pump,Overheat,Explosion,Steam Eruption,Solar Beam,Earth Power,Superpower","5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5"
831,"Tackle,Leafage,Growl,Peck,Astonish,Razor Leaf,Foresight,Pluck,Synthesis,Fury Attack,Sucker Punch,Leaf Blade,Feather Dance,Brave Bird,Nasty Plot,Curse,Haze,Grass Pledge","0,0,1,1,1,2,2,2,2,2,2,3,3,3,3,4,4,4"
832,"Tackle,Leafage,Growl,Peck,Astonish,Razor Leaf,Foresight,Pluck,Synthesis,Fury Attack,Sucker Punch,Leaf Blade,Feather Dance,Brave Bird,Nasty Plot,Curse,Haze,Grass Pledge","0,0,1,1,1,2,2,2,2,2,2,3,3,3,3,4,4,4"
833,"Tackle,Leafage,Growl,Peck,Astonish,U-Turn,Spirit Shackle,Razor Leaf,Foresight,Pluck,Synthesis,Fury Attack,Sucker Punch,Leaf Blade,Feather Dance,Brave Bird,Nasty Plot,Ominous Wind,Baton Pass,Frenzy Plant","0,0,1,1,1,2,2,2,2,2,2,2,2,3,3,3,3,4,4,4"
834,"Scratch,Ember,Growl,Lick,Leer,Fire Fang,Roar,Bite,Swagger,Fury Attack,Thrash,Flamethrower,Scary Face,Flare Blitz,Outrage,Fake Out,Nasty Plot,Fire Pledge","0,0,1,1,1,2,2,2,2,2,2,2,3,3,3,4,4,4"
835,"Scratch,Ember,Growl,Lick,Leer,Fire Fang,Roar,Bite,Swagger,Fury Attack,Thrash,Flamethrower,Scary Face,Flare Blitz,Outrage,Fake Out,Nasty Plot,Fire Pledge","0,0,1,1,1,2,2,2,2,2,2,2,3,3,3,4,4,4"
836,"Ember,Scratch,Lick,Growl,Leer,Throat Chop,Darkest Lariat,Bulk Up,Fire Fang,Roar,Bite,Swagger,Fury Swipes,Flamethrower,Thrash,Scary Face,Flare Blitz,Outrage,Cross Chop,Revenge,Crunch,Blast Burn","0,0,1,1,1,2,2,2,2,2,2,2,2,2,2,3,3,3,3,4,4,4"
837,"Pound,Water Gun,Growl,Disarming Voice,Baby-Doll Eyes,Aqua Jet,Encore,Bubble Beam,Sing,Double Slap,Hyper Voice,Moonblast,Captivate,Hydro Pump,Misty Terrain,Charm,Aqua Ring,Water Pledge","0,0,1,1,1,2,2,2,2,2,2,3,3,3,3,4,4,4"
838,"Pound,Water Gun,Growl,Disarming Voice,Baby-Doll Eyes,Aqua Jet,Encore,Bubble Beam,Sing,Double Slap,Hyper Voice,Moonblast,Captivate,Hydro Pump,Misty Terrain,Charm,Aqua Ring,Water Pledge","0,0,1,1,1,2,2,2,2,2,2,3,3,3,3,4,4,4"
839,"Water Gun,Pound,Disarming Voice,Growl,Baby-Doll Eyes,Hyper Voice,Aqua Jet,Encore,Bubble Beam,Sing,Double Slap,Sparkling Aria,Moonblast,Captivate,Hydro Pump,Misty Terrain,Perish Song,Amnesia,Misty Terrain","0,0,1,1,1,2,2,2,2,2,2,3,3,3,3,3,4,4,4"
840,"Peck,Growl,Echoed Voice,Rock Smash,Supersonic,Pluck,Roost,Fury Attack,Screech,Drill Peck,Bullet Seed,Feather Dance,Hyper Voice,Uproar,Tailwind,Mirror Move","0,0,1,1,2,2,2,2,2,2,3,3,3,4,4,4"
841,"Growl,Peck,Rock Smash,Echoed Voice,Rock Blast,Supersonic,Pluck,Roost,Fury Attack,Screech,Drill Peck,Bullet Seed,Feather Dance,Hyper Voice,Uproar,Tailwind,Mirror Move","0,0,1,1,2,2,2,2,2,2,3,3,3,3,4,4,4"
842,"Peck,Growl,Echoed Voice,Rock Smash,Screech,Rock Blast,Supersonic,Pluck,Roost,Fury Attack,Beak Blast,Drill Peck,Bullet Seed,Feather Dance,Hyper Voice,Boomburst,Tailwind,Brave Bird","0,0,1,1,2,2,2,2,2,2,3,3,3,3,3,4,4,4"
843,"Tackle,Leer,Pursuit,Sand Attack,Odor Sleuth,Bide,Bite,Mud Slap,Super Fang,Take Down,Scary Face,Yawn,Hyper Fang,Crunch,Thrash,Rest,Revenge,Sleep Talk,Last Resort","0,0,1,1,1,2,2,2,2,2,2,2,3,3,3,3,4,4,4"
844,"Tackle,Leer,Pursuit,Sand Attack,Odor Sleuth,Bide,Bite,Mud Slap,Super Fang,Take Down,Scary Face,Yawn,Hyper Fang,Crunch,Thrash,Rest,Revenge,Sleep Talk,Last Resort","0,0,1,1,1,2,2,2,2,2,2,2,3,3,3,3,4,4,4"
845,"Vice Grip,String Shot,Mud Slap,Bite,Bug Bite,Spark,Acrobatics,Crunch,Dig,X-Scissor,Electroweb,Harden,Endure","0,0,1,1,1,2,2,2,2,3,4,4,4"
846,"String Shot,Vice Grip,Bite,Mud Slap,Bug Bite,Charge,Spark,Acrobatics,Crunch,Dig,X-Scissor,Discharge,Iron Defense,Endure,Charge Beam,Electroweb","0,0,1,1,1,2,2,2,2,2,3,3,3,4,4,4"
847,"String Shot,Vice Grip,Bite,Mud Slap,Bug Bite,Thunderbolt,Air Slash,Charge,Spark,Acrobatics,Dig,Bug Buzz,Guillotine,Zap Cannon,Agility,Mud Shot,Endure,Charge Beam","0,0,1,1,1,2,2,2,2,2,2,3,3,3,3,4,4,4"
848,"Bubble,Leer,Rock Smash,Pursuit,Bubble Beam,Power-Up Punch,Dizzy Punch,Payback,Reversal,Crabhammer,Iron Defense,Dynamic Punch,Close Combat,Endeavor,Superpower,Wide Guard","0,0,1,1,1,2,2,2,2,2,3,3,3,4,4,4"
849,"Leer,Bubble,Rock Smash,Bubble Beam,Pursuit,Ice Punch,Power-Up Punch,Dizzy Punch,Avalanche,Reversal,Ice Hammer,Iron Defense,Dynamic Punch,Close Combat,Endeavor,Wide Guard,Superpower","0,0,1,1,1,2,2,2,2,2,3,3,3,3,4,4,4"
850,"Pound,Growl,Peck,Helping Hand,Air Cutter,Baton Pass,Feather Dance,Double Slap,Teeter Dance,Roost,Captivate,Air Slash,Revelation Dance,Mirror Move,Agility,Hurricane,Swords Dance,Attract,Round","0,0,1,1,1,2,2,2,2,2,2,2,3,3,3,3,4,4,4"
851,"Pound,Growl,Peck,Helping Hand,Air Cutter,Baton Pass,Feather Dance,Double Slap,Teeter Dance,Roost,Captivate,Air Slash,Revelation Dance,Mirror Move,Agility,Hurricane,Swords Dance,Attract,Round","0,0,1,1,1,2,2,2,2,2,2,2,3,3,3,3,4,4,4"
852,"Pound,Growl,Peck,Helping Hand,Air Cutter,Baton Pass,Feather Dance,Double Slap,Teeter Dance,Roost,Captivate,Air Slash,Revelation Dance,Mirror Move,Agility,Hurricane,Swords Dance,Attract,Round","0,0,1,1,1,2,2,2,2,2,2,2,3,3,3,3,4,4,4"
853,"Pound,Growl,Peck,Helping Hand,Air Cutter,Baton Pass,Feather Dance,Double Slap,Teeter Dance,Roost,Captivate,Air Slash,Revelation Dance,Mirror Move,Agility,Hurricane,Swords Dance,Attract,Round","0,0,1,1,1,2,2,2,2,2,2,2,3,3,3,3,4,4,4"
854,"Absorb,Fairy Wind,Stun Spore,Struggle Bug,Silver Wind,Draining Kiss,Sweet Scent,Bug Buzz,Dazzling Gleam,Aromatherapy,Quiver Dance,Moonblast,Baton Pass,Speed Swap","0,1,1,1,2,2,2,2,3,3,3,4,4,4"
855,"Absorb,Struggle Bug,Fairy Wind,Stun Spore,Pollen Puff,Silver Wind,Draining Kiss,Sweet Scent,Bug Buzz,Dazzling Gleam,Aromatherapy,Quiver Dance,Moonblast,Infestation,Skill Swap","0,1,1,1,2,2,2,2,2,3,3,3,4,4,4"
856,"Tackle,Leer,Sand Attack,Bite,Howl,Rock Throw,Odor Sleuth,Rock Tomb,Roar,Stealth Rock,Scary Face,Rock Slide,Crunch,Rock Climb,Stone Edge,Fire Fang,Snarl,Thunder Fang","0,0,1,1,1,2,2,2,2,2,2,3,3,3,3,4,4,4"
857,"Quick Attack,Tackle,Leer,Sand Attack,Bite,Howl,Accelerock,Quick Guard,Rock Throw,Odor Sleuth,Rock Tomb,Roar,Stealth Rock,Scary Face,Rock Slide,Crunch,Rock Climb,Stone Edge,Rock Polish,Iron Defense,Drill Run","0,0,0,1,1,1,2,2,2,2,2,2,2,2,3,3,3,3,4,4,4"
858,"Leer,Tackle,Bite,Sand Attack,Howl,Counter,Accelerock,Scary Face,Rock Throw,Odor Sleuth,Rock Tomb,Roar,Stealth Rock,Rock Slide,Thrash,Crunch,Rock Climb,Stone Edge,Outrage,Iron Head,Drill Run","0,0,1,1,1,2,2,2,2,2,2,2,2,3,3,3,3,3,4,4,4"
859,"Taunt,Tackle,Leer,Sand Attack,Bite,Howl,Counter,Reversal,Rock Throw,Odor Sleuth,Rock Tomb,Roar,Stealth Rock,Scary Face,Rock Slide,Crunch,Rock Climb,Stone Edge,Outrage,Throat Chop,Bulk Up","0,0,0,1,1,1,2,2,2,2,2,2,2,2,3,3,3,3,4,4,4"
860,"Water Gun,Growl,Helping Hand,Feint Attack,Brine,Aqua Ring,Tearful Look,Take Down,Dive,Beat Up,Aqua Tail,Soak,Double-Edge,Endeavor,Hydro Pump,Muddy Water,Mist,Water Pulse","0,0,1,1,1,2,2,2,2,2,2,2,3,3,3,4,4,4"
861,"Water Gun,Growl,Helping Hand,Feint Attack,Brine,Aqua Ring,Tearful Look,Take Down,Dive,Beat Up,Aqua Tail,Soak,Double-Edge,Endeavor,Hydro Pump,Muddy Water,Mist,Water Pulse","0,0,1,1,1,2,2,2,2,2,2,2,3,3,3,4,4,4"
862,"Poison Sting,Peck,Bite,Toxic Spikes,Wide Guard,Toxic,Venoshock,Spike Cannon,Pin Missile,Poison Jab,Venom Drench,Recover,Liquidation,Protect,Stockpile,Sludge Bomb","0,0,1,1,1,2,2,2,2,2,3,3,3,4,4,4"
863,"Peck,Poison Sting,Toxic Spikes,Bite,Wide Guard,Baneful Bunker,Toxic,Venoshock,Spike Cannon,Pin Missile,Poison Jab,Venom Drench,Recover,Liquidation,Swallow,Stockpile,Spit Up","0,0,1,1,1,2,2,2,2,2,2,3,3,3,4,4,4"
864,"Mud Slap,Mud Sport,Rototiller,Bulldoze,Double Kick,Stomp,Bide,High Horsepower,Iron Defense,Heavy Slam,Counter,Earthquake,Mega Kick,Superpower,Magnitude,Strength,Mud Bomb","0,0,1,1,1,2,2,2,2,2,2,3,3,3,4,4,4"
865,"Mud Slap,Mud Sport,Rototiller,Bulldoze,Double Kick,Stomp,Bide,High Horsepower,Iron Defense,Heavy Slam,Counter,Earthquake,Mega Kick,Superpower,Rock Slide,Giga Impact,Close Combat","0,0,1,1,1,2,2,2,2,2,2,3,3,3,4,4,4"
866,"Water Sport,Bubble,Infestation,Spider Web,Bug Bite,Bubble Beam,Bite,Aqua Ring,Leech Life,Mirror Coat,Lunge,Crunch,Liquidation,Entrainment,Stockpile,Aurora Beam,Spit Up","0,0,1,1,1,2,2,2,2,2,2,3,3,3,4,4,4"
867,"Water Sport,Bubble,Infestation,Spider Web,Bug Bite,Soak,Wide Guard,Bubble Beam,Bite,Aqua Ring,Leech Life,Mirror Coat,Lunge,Crunch,Liquidation,Entrainment,Power Split,Attract,Scald","0,0,1,1,1,2,2,2,2,2,2,2,2,3,3,3,4,4,4"
868,"Fury Cutter,Leafage,Razor Leaf,Growth,Ingrain,Leaf Blade,Synthesis,Slash,Sweet Scent,Solar Beam,Sunny Day,Weather Ball,Giga Drain,Aromatherapy","0,0,1,1,2,2,2,2,2,3,3,4,4,4"
869,"Fury Cutter,Leafage,Razor Leaf,Growth,Sweet Scent,Slash,Ingrain,Leaf Blade,Synthesis,X-Scissor,Petal Blizzard,Solar Blade,Sunny Day,Swords Dance,Leaf Storm,Brick Break","0,0,1,1,2,2,2,2,2,3,3,3,3,4,4,4"
870,"Absorb,Astonish,Flash,Moonlight,Mega Drain,Sleep Powder,Ingrain,Confuse Ray,Giga Drain,Strength Sap,Dream Eater,Spotlight,Spore,Moonblast,Leech Seed,Amnesia,Light Screen","0,0,0,1,1,1,2,2,2,2,2,2,3,3,4,4,4"
871,"Absorb,Astonish,Flash,Moonlight,Mega Drain,Sleep Powder,Ingrain,Confuse Ray,Giga Drain,Strength Sap,Dream Eater,Spotlight,Spore,Moonblast,Leech Seed,Growth,Light Screen","0,0,0,1,1,1,2,2,2,2,2,2,3,3,4,4,4"
872,"Scratch,Poison Gas,Ember,Sweet Scent,Dragon Rage,Smog,Double Slap,Flame Burst,Toxic,Nasty Plot,Venoshock,Flamethrower,Venom Drench,Dragon Pulse,Attract,Fake Out,Will-O-Wisp","0,0,0,1,1,1,2,2,2,2,2,3,3,3,4,4,4"
873,"Poison Gas,Pound,Ember,Sweet Scent,Dragon Rage,Smog,Nasty Plot,Venoshock,Captivate,Torment,Swagger,Double Slap,Flame Burst,Toxic,Encore,Disable,Flamethrower,Venom Drench,Dragon Pulse,Attract,Dragon Tail,Overheat","0,0,0,1,1,1,2,2,2,2,2,2,2,2,3,3,3,3,3,4,4,4"
874,"Tackle,Leer,Bide,Baby-Doll Eyes,Brutal Swing,Take Down,Payback,Flail,Hammer Arm,Pain Split,Thrash,Double-Edge,Superpower,Stomping Tantrum,Thunder Punch,Ice Punch","0,0,1,1,1,1,2,2,2,2,3,3,3,4,4,4"
875,"Leer,Tackle,Baby-Doll Eyes,Bide,Take Down,Brutal Swing,Flail,Payback,Bind,Hammer Arm,Pain Split,Thrash,Double-Edge,Superpower,Wide Guard,Dragon Claw,Giga Impact","0,0,1,1,1,1,2,2,2,2,2,3,3,3,4,4,4"
876,"Splash,Play Nice,Rapid Spin,Razor Leaf,Sweet Scent,Magical Leaf,Teeter Dance,Flail,Aromatic Mist,Charm,Play Rough,Acupressure","0,0,1,1,1,2,2,2,3,4,4,4"
877,"Play Nice,Splash,Sweet Scent,Rapid Spin,Razor Leaf,Double Slap,Magical Leaf,Teeter Dance,Stomp,Aromatic Mist,Captivate,Aromatherapy,Leaf Storm,Acupressure,Feint,Synthesis","0,0,1,1,1,2,2,2,2,2,2,3,3,4,4,4"
878,"Splash,Swagger,Rapid Spin,Razor Leaf,Sweet Scent,Double Slap,Trop Kick,Magical Leaf,Teeter Dance,Stomp,Aromatic Mist,Captivate,Aromatherapy,Leaf Storm,High Jump Kick,Acrobatics,Low Sweep,Synthesis","0,0,1,1,1,2,2,2,2,2,2,2,3,3,3,4,4,4"
879,"Helping Hand,Vine Whip,Flower Shield,Leech Seed,Draining Kiss,Magical Leaf,Growth,Wrap,Sweet Kiss,Natural Gift,Petal Blizzard,Synthesis,Sweet Scent,Grass Knot,Floral Healing,Petal Dance,Aromatherapy,Grassy Terrain,Play Rough,Lucky Chant,Substitute,Endure","0,0,0,1,1,1,1,2,2,2,2,2,2,3,3,3,3,3,3,4,4,4"
880,"Confusion,After You,Taunt,Quash,Stored Power,Psych Up,Feint Attack,Nasty Plot,Zen Headbutt,Instruct,Foul Play,Calm Mind,Psychic,Future Sight,Trick Room,Psychic Terrain,Wonder Room,Extrasensory","0,0,1,1,2,2,2,2,2,2,2,2,3,3,3,4,4,4"
881,"Tackle,Leer,Rock Smash,Focus Energy,Beat Up,Scary Face,Take Down,Bestow,Fling,Bulk Up,Double-Edge,Thrash,Close Combat,Reversal,Giga Impact,Seismic Toss,Iron Head,Feint","0,0,1,1,2,2,2,2,2,2,3,3,3,3,3,4,4,4"
882,"Struggle Bug,Sand Attack,Harden,Aqua Jet,Spikes","0,1,3,4,4"
883,"Struggle Bug,Fury Cutter,Sand Attack,Bug Bite,Rock Smash,First Impression,Spite,Swords Dance,Slash,Razor Shell,Sucker Punch,Pin Missile,Iron Defense,Liquidation,Wide Guard,Metal Claw,Aqua Jet","0,1,1,1,1,2,2,2,2,2,2,2,3,3,4,4,4"
884,"Harden,Absorb,Astonish,Sand Attack,Sand Tomb,Mega Drain,Bulldoze,Hypnosis,Iron Defense,Giga Drain,Shadow Ball,Earth Power,Shore Up,Sandstorm,Stockpile,Spit Up,Swallow","0,0,0,0,1,1,2,2,2,2,2,3,3,3,4,4,4"
885,"Harden,Absorb,Astonish,Sand Attack,Sand Tomb,Mega Drain,Bulldoze,Hypnosis,Iron Defense,Giga Drain,Shadow Ball,Earth Power,Shore Up,Sandstorm,Rock Polish,Destiny Bond,Earthquake","0,0,0,0,1,1,2,2,2,2,2,3,3,3,4,4,4"
886,"Mud Sport,Water Sport,Harden,Baton Pass,Bide,Helping Hand,Taunt,Safeguard,Counter,Purify,Curse,Gastro Acid,Pain Split,Recover,Soak,Toxic Spikes,Memento,Bestow,Venom Drench,Tickle","0,0,0,1,1,1,2,2,2,2,2,2,2,3,3,3,3,4,4,4"
887,"Tackle,Rage,Pursuit,Imprison,Aerial Ace,Crush Claw,Scary Face,X-Scissor,Take Down,Metal Sound,Iron Head,Double Hit,Air Slash,Punishment,Razor Wind,Tri Attack,Double-Edge,Heal Block","0,1,1,2,2,2,2,2,2,2,2,2,3,3,3,4,4,4"
888,"Tackle,Rage,Pursuit,Multi-Attack,Heal Block,Imprison,Iron Head,Poison Fang,Fire Fang,Ice Fang,Thunder Fang,Bite,Aerial Ace,Crush Claw,Scary Face,X-Scissor,Take Down,Metal Sound,Double Hit,Crunch,Air Slash,Punishment,Razor Wind,Tri Attack,Double-Edge,Parting Shot","0,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,4,4,4"
889,"Tackle,Defense Curl,Rollout,Confuse Ray,Swift,Ancient Power,Self Destruct,Stealth Rock,Take Down,Autotomize,Cosmic Power,Power Gem,Double-Edge,Shell Smash,Explosion,Light Screen,Reflect,Acrobatics","0,0,0,1,1,1,2,2,2,2,2,2,3,3,3,4,4,4"
